date,unemployment,employment_decline,crime,unemployment_z,employment_decline_z,crime_z,STI
2015-01-01,3.55,-0.8,9.309999999999999,-0.2127468356483451,-0.0718516255695287,-0.4903926086118588,-0.2583303566099109
2015-02-01,3.47,-1.2,9.236666666666666,-0.29138093927314374,-0.4308211926719125,-0.5031580338708631,-0.4084533886053065
2015-03-01,3.4,-0.9,9.163333333333334,-0.3601857799448432,-0.16159401734512466,-0.5159234591298674,-0.3459010854732784
2015-04-01,3.36,-1.2,9.09,-0.3995028317572427,-0.4308211926719125,-0.528688884388872,-0.4530043029393424
2015-05-01,3.31,-0.8,9.016666666666666,-0.44864914652274196,-0.0718516255695287,-0.5414543096478767,-0.35398502724671577
2015-06-01,3.36,-0.9,8.943333333333333,-0.3995028317572427,-0.16159401734512466,-0.5542197349068809,-0.3717721946697494
2015-07-01,3.34,-0.9,8.870000000000001,-0.4191613576634425,-0.16159401734512466,-0.5669851601658852,-0.3825801783914841
2015-08-01,3.36,-0.9,8.796666666666667,-0.3995028317572427,-0.16159401734512466,-0.5797505854248898,-0.3802824781757524
2015-09-01,3.4,-1.1,8.723333333333333,-0.3601857799448432,-0.34107880089631665,-0.5925160106838945,-0.43126019717501807
2015-10-01,3.19,-1.2,8.65,-0.5666003019599406,-0.4308211926719125,-0.6052814359428987,-0.534234310191584
2015-11-01,3.25,-1.3,8.5825,-0.5076247242413413,-0.5205635844475085,-0.6170314296472098,-0.5484065794453531
2015-12-01,3.26,-1.4,8.515,-0.4977954612882416,-0.6103059762231045,-0.6287814233515205,-0.5789609536209556
2016-01-01,3.22,-1.3,8.4475,-0.5371125131006407,-0.5205635844475085,-0.6405314170558316,-0.5660691715346603
2016-02-01,3.28,-1.1,8.38,-0.47813693538204183,-0.34107880089631665,-0.6522814107601423,-0.4904990490128336
2016-03-01,3.23,-1.1,8.3125,-0.5272832501475411,-0.34107880089631665,-0.6640314044644534,-0.5107978185027703
2016-04-01,3.21,-0.8,8.245000000000001,-0.5469417760537408,-0.0718516255695287,-0.6757813981687641,-0.43152493326401126
2016-05-01,3.17,-0.7,8.1775,-0.5862588278661404,0.017890766206067343,-0.6875313918730752,-0.4186331511777161
2016-06-01,3.12,-0.9,8.11,-0.6354051426316396,-0.16159401734512466,-0.6992813855773863,-0.49876018185138354
2016-07-01,3.02,-0.9,8.0425,-0.7336977721626384,-0.16159401734512466,-0.7110313792816971,-0.5354410562631534
2016-08-01,3.13,-1.0,7.975,-0.6255758796785399,-0.2513364091207206,-0.7227813729860082,-0.5332312205950895
2016-09-01,3.02,-1.1,7.9075,-0.7336977721626384,-0.34107880089631665,-0.734531366690319,-0.6031026465830914
2016-10-01,2.97,-1.1,7.84,-0.7828440869281377,-0.34107880089631665,-0.74628136039463,-0.623401416073028
2016-11-01,3.02,-1.2,7.7875,-0.7336977721626384,-0.4308211926719125,-0.7554202443868718,-0.6399797364071409
2016-12-01,3.04,-1.2,7.734999999999999,-0.7140392462564387,-0.4308211926719125,-0.7645591283791138,-0.6364731891024883
2017-01-01,3.01,-1.4,7.6825,-0.7435270351157386,-0.6103059762231045,-0.7736980123713555,-0.7091770079033995
2017-02-01,2.9,-1.5,7.63,-0.8516489275998371,-0.7000483679987004,-0.7828368963635973,-0.7781780639873782
2017-03-01,2.78,-1.6,7.5775,-0.9696000830370357,-0.7897907597742965,-0.7919757803558392,-0.8504555410557236
